date,amount,category,description
2025-04-17 03:55:46,898.01,,Freelance project
2025-03-29 01:06:20,759.02,,Salary payment
2025-05-06 06:29:37,-213.58,Miscellaneous,Civil may view.
2025-05-14 04:28:50,-147.18,Entertainment,Church system field become yard fear.
2025-08-17 18:00:56,816.36,,Gift received
2025-05-02 20:20:29,-237.61,Travel,Town throw throughout.
2025-03-18 08:47:43,532.93,,Bonus from work
2025-12-13 13:28:20,712.21,,Salary payment
2025-01-27 00:43:49,-331.24,Transportation,First instead let owner let.
2025-03-27 08:41:31,780.84,,Freelance project
2025-04-04 08:10:30,-262.47,Utilities,A save beyond be receive hospital western against.
2025-06-15 10:40:25,919.78,,Salary payment
2025-02-22 09:33:50,286.61,,Freelance project
2025-02-14 10:30:55,396.81,,Freelance project
2025-10-03 09:53:53,-151.75,Miscellaneous,Who always civil your produce item story.
2025-10-26 04:38:32,169.46,,Sold old items
2025-05-11 14:11:35,292.96,,Salary payment
2025-06-30 03:18:10,251.39,,Sold old items
2025-02-15 06:41:33,601.61,,Gift received
2025-08-23 13:32:05,-458.35,Clothing,Adult most manage line discussion view use impact.
2025-09-21 03:21:22,281.87,,Freelance project
2025-08-13 23:13:07,-43.49,Education,Top officer campaign according when rich approach.
2025-03-08 01:17:52,67.69,,Sold old items
2025-07-08 19:32:38,-291.54,Clothing,Boy lawyer cultural south wife recognize certain.
2025-04-02 16:07:45,236.46,,Salary payment
2025-12-06 07:47:47,-325.19,Transportation,Worker adult threat benefit.
2025-09-16 03:29:04,-318.18,Shopping,Father nice great government experience begin discover.
2025-03-06 20:42:05,-459.39,Transportation,Goal church scene water least public behind return.
2025-06-05 15:44:10,876.42,,Salary payment
2025-06-18 21:18:15,-190.6,Healthcare,Relationship within capital kitchen art reduce him.
2025-11-17 22:46:08,638.13,,Bonus from work
2025-12-15 13:33:48,-347.29,Miscellaneous,Wall away president.
2025-04-07 22:36:35,228.2,,Bonus from work
2025-08-14 12:02:16,-392.8,Miscellaneous,Agree walk before particular draw which.
2025-04-06 15:58:18,136.37,,Freelance project
2025-03-19 12:57:39,-196.78,Utilities,Analysis industry score fall war.
2025-04-12 21:58:59,-430.71,Travel,Growth tell area idea anyone.
2025-12-01 00:29:41,578.51,,Bonus from work
2025-08-11 19:27:29,914.83,,Gift received
2025-04-22 22:30:03,-318.78,Healthcare,Car base machine part.
2025-03-06 17:01:22,-48.84,Healthcare,Total eight community report rock ask.
2025-09-16 18:36:43,-261.3,Clothing,Training develop prevent be bag gun.
2025-07-24 19:52:04,396.6,,Sold old items
2025-06-21 20:33:29,-231.64,Travel,Sport down yourself city though really.
2025-12-21 21:07:40,406.14,,Bonus from work
2025-09-21 17:42:05,464.01,,Sold old items
2025-08-24 14:23:07,-319.88,Miscellaneous,Size green center candidate happy.
2025-05-08 04:06:13,-194.4,Miscellaneous,Between back generation big nearly.
2025-10-18 04:53:05,-106.16,Education,None area upon among since ground remember special.
2025-12-14 20:44:38,-49.19,Education,Current husband administration blood education cost stay.
2025-02-04 11:33:38,320.69,,Salary payment
2025-06-27 04:18:13,-426.5,Travel,Support success father within board accept.
2025-04-12 04:09:16,997.68,,Sold old items
2025-01-22 14:27:48,-312.57,Transportation,Sell development card charge.
2025-09-29 09:50:28,467.43,,Sold old items
2025-08-07 01:12:17,-254.71,Healthcare,Necessary culture couple firm.
2026-01-08 23:29:56,-124.19,Travel,Which blue many player suggest approach account.
2026-01-18 09:07:54,-184.92,Clothing,Drive city reality green get light.
2025-09-11 15:03:42,-63.61,Education,Ago read board.
2025-02-12 08:04:54,-322.95,Miscellaneous,He mother media stay fish.
2025-01-21 20:21:18,-174.77,Shopping,Attack son age against prove.
2025-11-14 19:51:26,340.5,,Sold old items
2025-06-25 17:21:46,409.18,,Sold old items
2025-04-21 01:49:33,-211.45,Clothing,Marriage Congress get network bit group relate.
2025-08-28 09:26:26,969.55,,Salary payment
2025-08-11 06:19:18,-397.7,Clothing,Bag change audience detail choice miss go.
2025-09-10 22:57:55,330.02,,Bonus from work
2025-07-22 22:47:58,-121.88,Entertainment,Nor building he once.
2025-12-12 10:50:09,150.47,,Salary payment
2025-08-07 13:02:56,-459.3,Transportation,Face office guess rate fear take commercial.
2025-02-01 04:48:58,842.95,,Gift received
2025-09-01 20:20:09,534.68,,Bonus from work
2025-12-15 13:34:43,-292.97,Food,Score thing blood.
2025-03-13 14:40:09,-258.38,Clothing,Pretty push cut.
2026-01-19 11:59:04,-471.19,Travel,Administration name member police would finish official.
2025-02-26 05:32:02,724.87,,Freelance project
2025-11-27 03:52:18,637.38,,Sold old items
2025-02-28 04:13:44,373.28,,Freelance project
2025-01-20 20:54:51,608.51,,Bonus from work
2025-10-19 02:57:31,576.94,,Salary payment
2026-01-06 23:08:40,196.13,,Salary payment
2025-04-04 14:17:18,-265.44,Healthcare,Traditional value eat.
2025-07-07 08:02:29,-367.69,Entertainment,Teach buy cell lead.
2025-08-27 22:56:27,606.41,,Freelance project
2025-10-04 22:59:50,287.49,,Freelance project
2025-04-25 13:32:59,-203.67,Healthcare,Partner across line decade read.
2025-05-14 10:53:18,837.87,,Gift received
2025-07-08 10:19:15,-218.13,Travel,Scientist special subject hair PM second role.
2025-04-12 03:44:03,967.96,,Sold old items
2025-08-26 22:06:11,-224.78,Entertainment,Medical pattern town staff maintain page reveal fill.
2025-12-26 03:39:49,842.14,,Sold old items
2025-09-02 23:16:30,-226.42,Shopping,Miss loss know group.
2025-03-06 20:38:15,871.63,,Sold old items
2025-06-18 02:19:01,-352.02,Clothing,Food manager generation.
2025-08-26 02:58:25,981.63,,Gift received
2025-03-30 12:02:23,964.58,,Salary payment
2025-08-14 19:03:04,596.14,,Salary payment
2025-03-16 18:50:22,859.73,,Bonus from work
2025-12-04 18:06:08,708.97,,Gift received
2025-11-01 18:38:29,-204.59,Education,Be base figure house friend least.
2025-04-12 18:32:25,903.08,,Sold old items
2026-01-09 04:18:21,-429.56,Clothing,Admit skill through too factor.
2025-04-20 05:18:41,209.64,,Salary payment
2025-12-27 10:12:45,241.46,,Gift received
2025-07-12 07:00:13,-134.49,Healthcare,Begin choose tonight compare second.
2025-03-28 08:28:11,449.04,,Freelance project
2025-05-30 10:18:59,-302.19,Miscellaneous,Investment religious send cell south.
2025-10-28 19:04:31,476.39,,Sold old items
2025-08-23 05:30:22,287.55,,Freelance project
2025-03-28 12:37:45,-98.09,Education,Design response simple certain.
2025-04-07 02:11:57,-350.76,Travel,Of economic author left whether forward.
2025-08-30 14:33:09,429.68,,Freelance project
2025-07-12 01:58:50,-227.36,Healthcare,Hair prepare girl similar set grow.
2025-12-10 00:35:52,215.51,,Gift received
2025-03-22 01:25:18,96.8,,Sold old items
2025-03-12 23:47:36,376.3,,Sold old items
2025-04-05 14:19:04,-85.88,Education,Explain save event four phone give current.
2025-03-18 00:47:55,266.24,,Bonus from work
2025-08-23 08:47:04,-182.3,Transportation,Often allow guess shake.
2025-12-01 20:12:55,-22.81,Clothing,Look mouth record.
2025-09-15 17:23:29,-265.41,Utilities,Those moment hear can.
2025-09-10 06:48:18,257.42,,Gift received
2025-11-20 18:17:25,486.13,,Salary payment
2025-02-10 14:47:29,-137.25,Miscellaneous,Environment face set soldier learn.
2025-09-20 13:28:39,-147.4,Healthcare,Wall hundred surface believe.
2025-05-12 12:59:41,599.68,,Sold old items
2025-10-10 07:46:58,274.06,,Freelance project
2025-04-02 14:26:17,-316.86,Miscellaneous,Him become free may miss.
2025-01-22 12:56:09,-101.12,Clothing,Office bad trial wind say until indicate.
2025-04-09 16:10:15,199.36,,Bonus from work
2025-04-23 02:00:28,110.1,,Sold old items
2025-04-10 21:11:29,190.6,,Sold old items
2025-07-11 22:36:02,323.28,,Gift received
2025-08-15 19:30:38,-299.34,Food,Place take idea never none.
2025-04-30 05:32:54,721.77,,Salary payment
2025-07-04 05:49:16,-47.14,Healthcare,Move economy away look student.
2025-07-19 14:07:12,264.75,,Salary payment
2025-07-02 12:01:07,-233.23,Healthcare,Little serious company anyone suggest.
2025-03-31 13:33:31,-481.76,Healthcare,East because bring yard appear also.
2026-01-11 04:57:31,911.96,,Sold old items
2025-12-25 15:10:06,815.98,,Sold old items
2025-01-24 04:48:28,-139.58,Transportation,Four ok expert kid.
2025-02-14 01:18:16,-217.96,Utilities,Tonight save ground speech party outside address.
2025-05-01 02:30:59,-101.94,Clothing,Development debate week.
2025-04-03 02:43:31,144.54,,Sold old items
2026-01-12 00:58:04,-239.13,Clothing,Should mean bring meeting structure minute report.
2025-09-16 00:49:41,-102.4,Education,Senior go each question size ten.
2025-12-08 11:26:56,-436.06,Transportation,Theory early ready here.
2025-09-07 00:48:09,-447.67,Entertainment,Front we none than head light civil.
2025-08-16 07:22:39,-143.14,Entertainment,List ready option PM question fine anything.
2025-08-22 21:28:06,-65.34,Miscellaneous,Bit feel employee yeah over.
2025-05-17 23:32:05,528.6,,Sold old items
2025-03-04 16:00:57,-448.41,Shopping,Traditional black amount rest they what explain.
2025-08-20 00:08:57,810.46,,Gift received
2025-10-27 15:29:28,902.91,,Salary payment
2025-12-16 19:52:51,-340.35,Utilities,Suddenly camera professional girl beat not ago election.
2025-04-13 16:44:05,-333.55,Utilities,Service everybody recently most lawyer response top nation.
2025-11-08 07:22:10,-378.04,Travel,Religious along add year threat mother education.
2025-02-26 08:06:35,679.29,,Gift received
2025-03-19 05:24:27,212.02,,Freelance project
2025-09-07 00:06:33,756.84,,Gift received
2025-07-30 13:42:36,-298.66,Food,Popular threat certain think cover.
2025-11-28 19:01:52,-97.43,Healthcare,Trip point quite everything.
2025-10-18 14:02:17,825.95,,Freelance project
2025-12-24 05:28:54,-398.7,Entertainment,Human until leave whole per north system.
2025-02-13 08:56:10,138.39,,Freelance project
2025-04-02 08:33:06,953.61,,Sold old items
2025-10-24 21:46:08,329.82,,Salary payment
2025-08-14 12:16:31,-63.76,Food,Item indicate area trouble spring.
2025-08-13 02:18:35,713.37,,Freelance project
2025-09-04 01:47:36,-183.89,Miscellaneous,Option debate sure offer.
2025-03-31 01:19:56,913.83,,Freelance project
2025-07-31 07:54:21,236.38,,Salary payment
2025-03-29 05:10:53,478.24,,Freelance project
2025-06-09 16:41:08,61.02,,Salary payment
2025-04-20 17:34:36,-70.15,Education,Civil ready office store wish meet decide.
2025-05-11 02:51:20,-15.1,Travel,Thing whatever score people yourself trade.
2025-09-02 03:16:07,549.23,,Freelance project
2025-05-11 21:58:08,-406.84,Utilities,Production in kitchen property ahead memory long.
2025-03-26 10:31:40,-132.85,Miscellaneous,Main financial consumer minute language.
2025-04-19 20:34:38,-18.77,Miscellaneous,Others couple without raise third.
2025-04-27 01:01:26,-139.0,Shopping,Next morning world big down some career.
2026-01-14 08:12:23,266.65,,Salary payment
2025-01-25 07:06:59,-343.56,Utilities,Me serve last individual agreement.
2025-05-21 08:47:50,-372.54,Clothing,Million office herself either economic begin.
2025-11-26 03:38:51,-497.39,Food,Leader want what sing.
2025-12-02 20:52:54,-137.71,Travel,Look tough arm really build tell operation.
2025-05-23 02:05:04,-448.41,Education,Will fish yeah camera later.
2025-09-03 20:52:12,-25.99,Miscellaneous,Performance we speak less.
2025-06-21 17:26:54,279.46,,Sold old items
2025-11-08 23:52:53,-196.74,Transportation,Argue Congress help card.
2025-02-23 17:47:00,838.12,,Bonus from work
2025-08-31 14:54:29,914.57,,Bonus from work
2025-04-12 11:07:54,-71.04,Miscellaneous,Attorney research give fight scientist along it.
2025-05-05 06:31:48,-437.05,Miscellaneous,Entire upon cause analysis happen fight candidate.
2025-03-13 17:37:04,129.82,,Sold old items
2025-06-19 13:14:57,-332.62,Miscellaneous,Memory improve television field Congress before.
2025-12-28 11:29:52,674.92,,Salary payment
2025-05-30 22:53:00,-323.75,Education,Feeling thank never power difference.
2026-01-15 11:42:18,597.66,,Freelance project
2025-02-07 22:37:21,683.56,,Freelance project
2025-05-28 06:56:54,-376.06,Clothing,Discover staff serve these.
2025-02-13 12:37:21,570.95,,Bonus from work
2025-11-01 16:37:21,-459.46,Food,Someone country person message culture often send.
2025-05-13 18:55:00,749.63,,Salary payment
2025-05-15 12:14:04,-17.9,Travel,Three spend when painting term science child.
2025-04-10 04:17:51,858.82,,Freelance project
2025-10-28 11:04:29,784.18,,Sold old items
2025-04-08 13:22:25,489.88,,Freelance project
2025-08-23 11:03:36,-111.52,Transportation,News industry book computer ready.
2025-12-04 07:18:57,398.87,,Bonus from work
2025-08-10 12:40:53,-308.4,Entertainment,Spend recent west land before television name.
2025-04-14 22:41:23,-202.41,Entertainment,Once whom success resource child arrive in better.
2025-06-22 20:16:24,878.81,,Salary payment
2025-01-23 06:00:21,-250.51,Clothing,Customer street heart never bank.
2025-05-07 09:10:49,-54.27,Entertainment,Republican sound garden describe upon short.
2025-02-07 07:19:14,704.52,,Sold old items
2025-03-25 22:27:36,-229.92,Travel,My happy know body.
2025-10-27 06:15:50,-488.57,Clothing,Field left today speech forward bit.
2025-11-25 10:35:31,110.29,,Freelance project
2025-10-20 04:54:57,963.76,,Sold old items
2025-07-03 21:39:55,-59.41,Entertainment,Example green next argue model.
2025-05-19 02:31:56,-27.46,Food,Local east book current approach city idea.
2025-07-29 19:01:30,471.89,,Freelance project
2025-11-14 21:43:44,906.54,,Freelance project
2025-02-07 12:20:51,439.13,,Sold old items
2025-08-03 00:14:00,261.24,,Freelance project
2025-04-30 11:57:11,-27.43,Utilities,Significant better east yard.
2025-08-11 05:43:31,-110.15,Education,So PM production maintain member student.
2025-03-28 03:35:10,-96.02,Travel,Join charge feeling trip.
2025-03-29 10:22:19,602.78,,Freelance project
2025-02-15 17:44:24,376.63,,Bonus from work
2026-01-06 23:19:19,-386.46,Transportation,Exactly responsibility government great discover society.
2025-03-10 01:30:33,-469.73,Shopping,Feel term door trouble war government organization.
2025-07-15 15:30:48,-411.21,Transportation,High stuff reveal.
2025-02-05 01:06:54,-70.41,Education,Police pretty throughout world understand hit.
2025-05-26 04:46:41,-481.68,Clothing,Quite argue cultural discussion across national ok far.
2025-08-01 22:38:25,-232.4,Shopping,Own kitchen network need.
2025-12-04 00:09:08,997.49,,Salary payment
2025-08-20 17:38:17,539.23,,Gift received
2025-09-11 05:07:36,142.78,,Sold old items
2025-02-20 20:47:54,337.56,,Bonus from work
2025-06-25 14:28:44,-483.89,Entertainment,Party sort body unit condition money.
2025-11-19 07:56:47,733.52,,Gift received
2025-04-10 05:49:55,-428.86,Travel,Gun military summer mind treatment.
2025-04-12 22:59:08,852.97,,Salary payment
2025-01-31 18:54:53,-217.47,Healthcare,Plant our score remember cost middle assume.
2025-10-18 08:29:09,400.37,,Sold old items
2025-02-20 19:04:34,-174.28,Education,Safe fall organization soon.
2025-07-26 23:28:47,84.03,,Freelance project
2025-12-05 04:16:29,-110.95,Miscellaneous,Indeed population and positive site listen matter edge.
2025-01-23 20:23:31,883.37,,Gift received
2025-10-12 06:13:22,986.04,,Salary payment
2025-10-21 03:14:08,770.55,,Freelance project
2025-11-30 04:03:49,-441.09,Education,Director point perform.
2025-12-25 07:30:57,887.92,,Sold old items
2025-09-16 17:40:39,-321.82,Miscellaneous,Report information of.
2025-10-22 08:18:05,-216.98,Clothing,Cover phone know north.
2026-01-12 13:56:25,976.98,,Freelance project
2025-11-19 18:58:57,805.67,,Bonus from work
2026-01-19 07:35:39,640.5,,Gift received
2025-02-01 05:53:46,442.91,,Salary payment
2025-05-16 19:18:21,-179.11,Transportation,Article parent price small bank might quickly.
2025-02-06 17:29:15,731.72,,Bonus from work
2025-07-16 06:41:45,-319.6,Healthcare,Evening draw culture pay another approach green.
2025-05-12 05:57:11,-25.9,Clothing,Almost base with owner house only candidate.
2025-08-08 20:39:09,-37.63,Clothing,Minute look responsibility big.
2025-03-21 17:59:47,-456.86,Transportation,Leave peace include war direction.
2025-05-20 19:37:41,724.87,,Gift received
2025-04-13 08:56:38,-279.66,Education,Industry adult someone important fall.
2025-04-13 01:21:31,-57.78,Utilities,Gun start support learn police player box where.
2025-05-23 22:51:18,874.87,,Bonus from work
2025-02-01 06:31:02,-397.05,Transportation,Her yet record half morning some education.
2025-04-19 04:36:00,-159.59,Food,Sea wait eight stuff machine.
2025-02-11 05:11:29,853.15,,Bonus from work
2026-01-08 04:48:43,-372.75,Travel,Room authority across reality.
2025-02-08 14:37:07,-114.96,Education,Others analysis feeling campaign modern tax.
2025-03-29 07:44:51,-308.56,Utilities,Fill effort member mind.
2025-08-05 22:15:50,-247.58,Entertainment,Teacher least expect natural fine film college.
2025-11-17 10:46:28,769.32,,Bonus from work
2025-12-07 06:18:19,606.15,,Salary payment
2025-09-30 12:59:29,-332.72,Miscellaneous,Half loss forward if watch case.
2025-05-01 07:12:05,451.75,,Bonus from work
2025-11-21 04:48:36,384.75,,Freelance project
2025-12-16 13:11:17,128.47,,Gift received
2025-02-08 12:38:26,-200.25,Clothing,Economic blue moment those.
2025-09-13 12:16:50,-61.82,Clothing,Guy a civil no another government may evidence.
2025-07-01 01:11:23,-203.06,Shopping,Wait every at natural above else.
2025-02-17 09:47:27,669.98,,Freelance project
2026-01-06 14:19:19,336.0,,Gift received
2025-03-12 02:12:28,-246.43,Travel,Trip personal number camera sure woman.
2025-10-08 15:32:00,840.63,,Freelance project
2025-05-29 09:48:57,-451.69,Clothing,Also Congress relationship interest hope.
2025-12-30 07:42:14,881.27,,Gift received
2025-12-02 12:02:04,333.36,,Sold old items
2025-03-30 01:00:49,-374.9,Transportation,Accept building past likely.
2025-03-15 18:08:53,-297.17,Utilities,Particular popular protect statement us.
2025-06-19 11:24:24,-383.63,Healthcare,Home able second left teacher risk speech.
2025-07-06 14:30:44,-62.54,Education,Ago western surface very.
2025-09-01 04:50:10,-295.72,Transportation,Politics mind glass likely night hard natural issue.
2025-02-18 20:20:50,953.03,,Gift received
2025-07-15 10:15:40,-194.48,Clothing,Each try cover key herself necessary.
2025-02-15 14:27:39,497.92,,Sold old items
2025-03-13 00:09:23,-397.14,Transportation,Thank low event threat near.
2025-03-17 21:22:58,332.07,,Gift received
2025-07-29 16:30:15,267.79,,Gift received
2025-08-16 03:59:10,-489.5,Miscellaneous,Arm evidence than grow name.
2025-09-08 22:21:34,258.28,,Freelance project
2025-07-14 07:08:48,709.48,,Gift received
2025-11-17 03:25:43,686.68,,Bonus from work
2025-05-17 12:53:23,144.84,,Salary payment
2025-08-06 05:56:11,-212.98,Travel,Choice north interesting draw month leg.
2025-11-27 03:13:25,-166.09,Clothing,Mother approach high writer television.
2025-03-23 11:51:22,972.58,,Sold old items
2025-10-17 18:05:20,763.13,,Salary payment
2025-10-20 08:29:10,-304.56,Clothing,Political personal between age might card increase.
2025-09-13 02:11:51,770.69,,Bonus from work
2025-03-31 02:33:41,-354.31,Education,Red let side card camera thus.
2025-03-04 16:33:52,215.44,,Gift received
2025-09-20 15:49:18,-101.99,Education,Himself soon total compare very let.
2025-09-26 13:54:27,-417.75,Transportation,Near happen admit take money degree serve dark.
2025-02-21 04:22:38,969.03,,Salary payment
2025-05-20 22:41:49,883.72,,Freelance project
2025-12-15 10:04:50,-307.26,Clothing,Key suddenly different investment.
2025-08-28 03:53:29,485.12,,Freelance project
2025-11-02 06:45:08,-132.17,Food,Wife personal because even.
2025-06-29 00:51:44,-32.91,Food,Save trip its central long out.
2025-08-22 04:17:58,732.9,,Sold old items
2026-01-10 00:52:44,86.98,,Sold old items
2026-01-10 18:23:21,58.31,,Salary payment
2025-10-23 08:43:40,-76.63,Healthcare,Sport finish program structure eight how must.
2026-01-16 13:32:41,-52.88,Entertainment,Reality physical middle.
2025-04-24 14:20:44,-379.91,Transportation,Strategy manager outside table break building really yard.
2025-06-03 15:17:08,-381.34,Travel,Usually east security fact.
2025-12-17 00:00:12,168.37,,Bonus from work
2025-08-30 03:33:07,-419.99,Food,Security not might society let.
2025-10-12 14:28:27,-146.62,Travel,Sign foreign general although try.
2025-10-01 02:09:54,671.51,,Gift received
2025-09-02 20:59:18,-116.17,Food,Foot raise each where lose.
2025-07-16 15:08:45,-30.87,Food,Vote safe kitchen however evening mission reach.
2025-06-20 08:48:41,998.53,,Bonus from work
2025-08-07 03:23:17,-459.74,Shopping,Kid expert none law.
2025-03-15 05:45:36,-310.53,Travel,Dream campaign if politics rise.
2025-07-29 08:13:28,-455.29,Clothing,Worker doctor success.
2025-04-15 00:36:27,-234.38,Clothing,Game into top watch writer general.
2025-12-01 08:15:17,632.83,,Bonus from work
2025-04-28 06:21:25,-13.03,Education,Ahead truth along side.
2025-06-06 15:14:13,-49.0,Utilities,Research three change remain.
2025-03-11 14:20:31,-365.17,Food,Nor human lose remain minute financial.
2025-06-05 18:29:22,504.85,,Salary payment
2025-06-14 21:43:30,118.06,,Gift received
2025-11-21 02:05:30,407.72,,Bonus from work
2025-02-03 07:04:44,506.81,,Bonus from work
2025-08-24 12:42:42,381.88,,Bonus from work
2025-06-03 11:25:54,85.17,,Sold old items
2025-07-24 04:13:03,-34.32,Miscellaneous,Boy save model development middle able enjoy lawyer.
2025-07-25 08:55:37,898.74,,Salary payment
2026-01-09 21:03:02,264.02,,Gift received
2025-05-04 01:35:28,-93.05,Healthcare,Person onto product discuss.
2025-05-16 10:02:07,831.25,,Sold old items
2025-07-31 23:46:00,-399.92,Shopping,Beautiful collection set.
2025-03-31 11:11:26,-181.68,Entertainment,East help until may song throw.
2025-09-17 18:12:48,365.16,,Salary payment
2025-11-21 11:30:41,906.89,,Freelance project
2025-08-11 06:57:22,268.37,,Freelance project
2025-07-07 04:32:34,-193.03,Food,History way name the growth.
2025-03-20 00:18:47,-379.59,Shopping,Institution lot think military.
2025-07-19 20:48:41,-22.29,Food,Today interview central inside.
2025-04-06 14:03:12,532.34,,Freelance project
2025-10-02 11:06:26,-487.44,Food,Near ahead magazine population wind.
2025-01-28 23:01:26,928.49,,Sold old items
2025-10-05 17:28:13,-129.94,Travel,Into how likely traditional attorney friend.
2025-10-16 22:11:21,-412.74,Healthcare,Surface television camera probably something poor whom.
2025-07-10 11:13:41,532.75,,Gift received
2025-09-17 06:13:14,-324.62,Healthcare,Hot already statement contain.
2025-05-21 08:54:03,610.19,,Bonus from work
2025-05-19 20:38:39,696.9,,Salary payment
2025-07-07 03:34:53,-473.7,Transportation,Deal room body big speak employee wife full.
2025-06-18 00:18:06,138.54,,Salary payment
2025-05-01 05:32:19,367.87,,Gift received
2025-10-28 09:14:31,-301.75,Healthcare,Decade food fire write let maintain institution become.
2025-08-10 18:19:05,962.41,,Sold old items
2026-01-04 11:32:15,-391.98,Education,How husband see authority.
2025-07-07 00:37:04,989.74,,Bonus from work
2025-10-09 07:56:22,832.49,,Bonus from work
2025-08-28 22:06:47,995.08,,Bonus from work
2025-09-26 19:50:15,991.19,,Freelance project
2025-06-23 01:43:40,281.98,,Bonus from work
2025-10-10 21:01:01,-452.41,Clothing,Kind alone name material positive lose.
2025-01-24 14:28:39,-278.38,Clothing,Leg economic draw.
2025-06-12 03:03:11,-289.39,Utilities,Threat sort different.
2025-02-19 05:33:16,501.16,,Bonus from work
2025-12-14 09:30:51,255.19,,Salary payment
2025-09-09 23:59:34,945.29,,Gift received
2025-07-12 22:36:04,-322.91,Food,Dog bit spend leader deal.
2025-10-23 21:37:02,-314.72,Travel,Condition clearly record often ahead born walk me.
2025-09-14 13:26:07,-355.34,Clothing,Argue with direction according medical.
2025-02-05 16:38:44,79.97,,Bonus from work
2025-11-30 17:05:35,296.95,,Sold old items
2025-08-17 18:04:08,-334.13,Shopping,Field tonight customer voice must.
2025-10-24 19:18:44,-496.25,Entertainment,Budget military pay however specific worry.
2025-10-07 07:16:48,152.96,,Bonus from work
2025-04-21 16:30:56,-39.92,Transportation,Line hour win crime when Mrs particularly.
2025-09-09 09:15:17,901.85,,Sold old items
2025-09-28 13:25:19,-230.44,Clothing,Color we office manage attorney require.
2025-07-16 03:37:59,984.5,,Salary payment
2025-10-25 11:09:19,-404.5,Education,Seat color too among edge sea.
2025-10-31 04:23:17,-473.05,Transportation,Chair hear model receive.
2025-11-25 09:29:50,64.2,,Bonus from work
2025-05-15 00:32:37,193.62,,Salary payment
2025-09-15 13:07:08,110.75,,Bonus from work
2025-08-30 13:33:31,-331.03,Miscellaneous,Back listen now.
2025-10-14 03:34:34,379.06,,Salary payment
2025-02-01 20:08:35,-443.65,Shopping,Save term throughout leave.
2025-10-11 00:25:15,588.44,,Sold old items
2025-05-31 13:20:35,764.41,,Sold old items
2026-01-09 06:44:23,-62.73,Entertainment,Once performance stop.
2025-05-03 16:04:15,62.06,,Freelance project
2025-03-22 04:27:02,64.02,,Gift received
2025-12-26 00:55:04,865.2,,Salary payment
2025-06-28 02:22:28,-287.44,Transportation,Article analysis sea weight than bed miss mother.
2025-03-13 15:03:30,-24.74,Clothing,Finish its conference until base.
2025-08-12 11:41:02,965.59,,Bonus from work
2025-03-25 18:25:02,-151.02,Miscellaneous,Decision ok summer maybe result and.
2025-11-27 07:17:12,-74.4,Clothing,Ground keep plant way president.
2025-12-13 11:19:07,427.5,,Gift received
2025-08-24 13:43:11,-228.09,Utilities,Drive seem high pretty.
2025-11-06 10:55:22,-255.51,Transportation,Study worker beautiful of.
2025-04-19 18:11:00,-447.83,Miscellaneous,Effort PM talk be front trip.
2025-08-15 16:04:00,98.5,,Gift received
2025-04-06 04:01:28,452.96,,Bonus from work
2026-01-02 00:15:11,647.06,,Gift received
2025-04-15 10:33:57,483.82,,Gift received
2026-01-01 06:11:08,337.27,,Salary payment
2025-12-07 10:53:04,-200.93,Food,Forward water event.
2025-02-01 10:59:28,125.03,,Salary payment
2025-07-16 00:00:35,489.31,,Salary payment
2025-05-30 00:31:38,-362.1,Entertainment,Product cultural move probably defense world shake but.
2025-11-02 19:32:25,-459.16,Food,Economic the special gun media.
2025-04-28 12:49:06,995.07,,Sold old items
2025-12-03 23:11:47,-66.36,Healthcare,Available history still bed.
2025-06-12 06:19:14,690.86,,Bonus from work
2025-03-14 14:37:10,407.45,,Freelance project
2025-06-27 08:44:32,245.83,,Salary payment
2025-12-28 11:57:41,359.77,,Freelance project
2025-10-25 14:07:24,190.02,,Salary payment
2025-07-13 23:18:15,-360.29,Miscellaneous,What sport doctor international difference.
2025-06-15 18:07:02,-413.86,Entertainment,Cut fight cover method mean drop.
2025-07-02 12:34:46,134.58,,Salary payment
2025-12-26 13:50:13,322.64,,Bonus from work
2025-08-21 04:08:45,-353.68,Food,Argue force include they our maybe.
2025-12-13 10:50:19,-98.31,Miscellaneous,Officer activity four public seem since.
2025-03-30 09:41:56,-465.28,Entertainment,Believe certainly down hold which camera give agreement.
2025-05-20 20:43:38,269.92,,Sold old items
2025-06-25 15:18:41,-62.49,Education,Thus in carry least ever evening work.
2025-03-10 03:20:32,-367.41,Healthcare,Late like science pick we compare wind remember.
2025-07-18 20:49:04,197.44,,Salary payment
2025-03-24 07:17:16,63.38,,Bonus from work
2025-05-25 23:49:01,855.54,,Bonus from work
2025-03-09 13:35:31,-150.29,Miscellaneous,Arm show central.
2025-03-29 22:34:19,247.24,,Salary payment
2025-10-08 18:59:24,775.43,,Sold old items
2025-09-21 01:00:29,979.7,,Freelance project
2025-06-04 07:01:14,761.85,,Salary payment
2025-06-11 01:08:17,-490.04,Education,Conference study technology career up.
2025-03-15 15:05:46,480.44,,Sold old items
2025-10-09 23:15:09,89.81,,Sold old items
2025-09-12 23:05:10,455.47,,Gift received
2025-03-09 09:08:47,769.66,,Gift received
2025-02-06 15:28:41,570.7,,Gift received
2025-04-17 07:50:09,-199.78,Transportation,I best office protect consumer candidate together century.
2025-10-24 06:52:29,-330.89,Shopping,At sure bring establish service simple seat.
2025-05-21 20:35:02,-450.45,Food,Why poor safe article development month economic.
2025-09-20 02:29:49,-30.61,Clothing,Already student baby stuff environmental final.
